date,chain,tracking_code,volume,volume_7dma,volume_30dma,fees,OI,dauu,tuu,version
2023-12-27,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-27,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-27,base,SYNTHETIX_SDK,0.0,0.0,0.53,0.0,0.0,0,1,
2023-12-27,base,T,0.0,1.15,0.31,0.0,23.06,0,1,
2023-12-27,base,KWENTA,53.5,1.48,8.05,3.23,49.86,1,4,
2023-12-27,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-27,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,T,0.0,1.15,0.3,0.0,23.06,0,1,
2023-12-28,base,SYNTHETIX_SDK,0.0,0.0,0.51,0.0,0.0,0,1,
2023-12-28,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,KWENTA,208.39,1.03,7.83,1.95,0.0,1,4,
2023-12-28,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-28,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,T,0.0,0.0,0.29,0.0,23.06,0,1,
2023-12-29,base,SYNTHETIX_SDK,0.0,0.0,0.49,0.0,0.0,0,1,
2023-12-29,base,KWENTA,199.46,1.76,7.73,5.12,208.39,1,4,
2023-12-29,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-29,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,KWENTA,0.0,1.76,7.46,0.0,208.39,0,4,
2023-12-30,base,T,0.0,0.0,0.28,0.0,23.06,0,1,
2023-12-30,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-30,base,SYNTHETIX_SDK,0.0,0.0,0.48,0.0,0.0,0,1,
2023-12-30,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,KWENTA,0.0,1.76,7.21,0.0,208.39,0,4,
